Title,Author,Rating,Genre,Publisher,PublishDate,
The Heir,Kiera Cass (Goodreads Author),3.78,"['Young Adult', 'Romance', 'Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction', 'Teen', 'Chick Lit', 'Young Adult Fantasy']",HarperTeen,May 5th 2015,
Royal Assassin,Robin Hobb (Goodreads Author),4.22,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Audiobook', 'Adult', 'Epic']",Spectra,November 5th 2002,
Only the Good Spy Young,Ally Carter (Goodreads Author),4.29,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Espionage', 'Fiction', 'Adventure', 'Chick Lit', 'Teen', 'Action']",Hyperion Book CH,June 29th 2010,
The Eyes of the Dragon,Stephen King (Goodreads Author),3.93,"['Fantasy', 'Fiction', 'Horror', 'Young Adult', 'Science Fiction Fantasy', 'Dragons', 'Adventure', 'Thriller', 'Audiobook', 'Novels']",Time Warner Paperbacks,May 13th 1993,
"Tinker, Tailor, Soldier, Spy",John le CarrÃ©,4.04,"['Fiction', 'Mystery', 'Thriller', 'Espionage', 'Classics', 'Crime', 'Suspense', 'Mystery Thriller', 'Novels', 'Spy Thriller']",Penguin Books,June 7th 2011,
The Gathering Storm,"Robert Jordan, Brandon Sanderson (Goodreads Author)",4.36,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Epic', 'Adventure', 'Audiobook', 'Magic', 'Adult']",Tor Books,October 27th 2009,
Educated,Tara Westover (Goodreads Author),4.47,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Book Club', 'Adult', 'Education', 'Religion']",Random House,February 20th 2018,
Archibald Finch and the Lost Witches (Archibald Finch #1),"Michel Guyon (Goodreads Author), Zina Kostich (Illustrator)",4.25,"['Fantasy', 'Middle Grade', 'Childrens']",Line 8,October 8th 2018,
The Final Warning,James Patterson (Goodreads Author),3.86,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Paranormal', 'Romance', 'Teen', 'Action', 'Childrens']",Jimmy Patterson,March 17th 2008,
Lola and the Boy Next Door,Stephanie Perkins (Goodreads Author),3.95,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Contemporary Romance', 'Young Adult Romance', 'Teen']",Dutton Books,September 29th 2011,
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.14,"['Fantasy', 'Childrens', 'Fiction', 'Young Adult', 'Classics', 'Animals', 'Middle Grade', 'Adventure', 'Science Fiction', 'Juvenile']",Aladdin Paperbacks,May 1st 2003,
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,4.28,['Nonfiction'],Authorhouse,October 8th 2012,
Big Little Lies,Liane Moriarty (Goodreads Author),4.27,"['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Thriller', 'Mystery Thriller', 'Adult Fiction', 'Australia']",Berkley Books,February 9th 2017,
Kiss the Girls,James Patterson (Goodreads Author),3.97,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Drama', 'Detective', 'Adult', 'Novels']",Grand Central Publishing,July 1st 2000,
The Great Book of Amber,"Roger Zelazny, Tim White (illustrator)",4.3,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Epic', 'Urban Fantasy', 'Speculative Fiction', 'Adventure']",Avon-Eos,Dec-99,
Fang,James Patterson (Goodreads Author),4.06,"['Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure', 'Romance', 'Paranormal', 'Action', 'Teen', 'Angels']",jimmy patterson,March 15th 2010,
Lover Unleashed,J.R. Ward (Goodreads Author),4.28,"['Paranormal', 'Paranormal Romance', 'Vampires', 'Romance', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Erotica', 'Supernatural']",NAL,March 29th 2011,
Daughter of Fortune,"Isabel Allende (Goodreads Author), Margaret Sayers Peden (Translator)",3.9,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Magical Realism', 'Novels', 'Literature', 'Adult', 'Adult Fiction', 'Spanish Literature']",Harper Perennial,May 2nd 2006,
Keeper of the Lost Cities,Shannon Messenger (Goodreads Author),4.46,"['Fantasy', 'Middle Grade', 'Young Adult', 'Adventure', 'Fiction', 'Magic', 'Childrens', 'Mystery', 'Young Adult Fantasy', 'Elves']",Aladdin,October 2nd 2012,
About a Boy,Nick Hornby,3.79,"['Fiction', 'Contemporary', 'Humor', 'British Literature', 'Novels', 'Adult Fiction', 'Adult', 'Comedy', 'Literature', 'Coming Of Age']",Penguin Books,2000,
Captive in the Dark,C.J. Roberts (Goodreads Author),3.98,"['Dark', 'Erotica', 'Romance', 'BDSM', 'Adult', 'Contemporary', 'Abuse', 'New Adult', 'Contemporary Romance', 'Erotic Romance']",CJ Roberts,July 20th 2011,
Glass Sword,Victoria Aveyard (Goodreads Author),3.88,"['Fantasy', 'Young Adult', 'Dystopia', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Audiobook', 'Science Fiction', 'Magic', 'High Fantasy']",HarperTeen,February 9th 2016,
American Pastoral,Philip Roth,3.92,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Historical Fiction', 'Contemporary', 'Americana', 'The United States Of America']",Vintage,March 5th 1998,
Weaveworld,Clive Barker (Goodreads Author),4.13,"['Fantasy', 'Horror', 'Fiction', 'Dark Fantasy', 'Science Fiction Fantasy', 'Urban Fantasy', 'Science Fiction', 'Thriller', 'Novels', 'Magic']",Harper Voyager,August 20th 2001,
The Magicians' Guild,Trudi Canavan,3.94,"['Fantasy', 'Magic', 'Young Adult', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Romance', 'Adult']",Orbit,January 31st 2004,
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,3.99,"['Nonfiction', 'Psychology', 'Biography', 'Mental Illness', 'Mental Health', 'Memoir', 'Classics', 'Biography Memoir', 'Science', 'Adult']",Grand Central Publishing,May 25th 1989,
The Light Between Oceans,M.L. Stedman (Goodreads Author),4.03,"['Fiction', 'Historical Fiction', 'Australia', 'Historical', 'Book Club', 'Adult Fiction', 'Romance', 'Adult', 'Audiobook', 'Drama']",Scribner,July 31st 2012,
Angels' Blood,Nalini Singh (Goodreads Author),4.09,"['Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Fantasy', 'Angels', 'Vampires', 'Adult', 'Supernatural', 'Fiction']",Berkley Sensation,March 3rd 2009,
The Beach,Alex Garland,3.94,"['Fiction', 'Travel', 'Thriller', 'Adventure', 'Contemporary', 'Asia', 'Novels', 'Classics', 'Literature', 'British Literature']",Riverhead Books,February 1st 1998,
The Sunne in Splendour,Sharon Kay Penman (Goodreads Author),4.38,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '15th Century', 'Plantagenet', 'Romance', 'Novels', 'War']",Ballantine Books,January 14th 1990,
The Rosie Project,Graeme Simsion (Goodreads Author),4.02,"['Fiction', 'Romance', 'Contemporary', 'Humor', 'Chick Lit', 'Adult', 'Adult Fiction', 'Audiobook', 'Book Club', 'Australia']",Simon & Schuster,October 1st 2013,
The Epic of Gilgamesh,"Anonymous, N.K. Sandars (Translator)",3.7,"['Classics', 'Poetry', 'Fiction', 'Mythology', 'Literature', 'Fantasy', 'School', 'Epic', 'Religion', 'Ancient']",Penguin Books Limited,May 4th 2006,
The Heart Is a Lonely Hunter,Carson McCullers,3.98,"['Fiction', 'Classics', 'Literature', 'Novels', 'Southern', 'American', 'Literary Fiction', 'Historical Fiction', 'Southern Gothic', 'Coming Of Age']",Mariner Books,September 8th 2000,
Warm Bodies,Isaac Marion (Goodreads Author),3.92,"['Romance', 'Fiction', 'Science Fiction', 'Apocalyptic', 'Horror', 'Adult Fiction', 'Young Adult', 'Media Tie In', 'Dystopia', 'Fantasy']",Atria/Emily Bestler Books,December 25th 2012,
Yertle the Turtle and Other Stories,Dr. Seuss,4.15,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Humor', 'Fantasy', 'Animals', 'Kids', 'Juvenile']",Random House Books for Young Readers,April 12th 1958,
The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan (Goodreads Author), Cary Elwes (Reading), Seth MacFarlane (Reading)",4.27,"['Science', 'Nonfiction', 'Philosophy', 'Religion', 'History', 'Skepticism', 'Atheism', 'Popular Science', 'Physics', 'Psychology']",Ballantine Books,February 25th 1997,
The Alexandria Quartet,Lawrence Durrell,4.17,"['Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Egypt', 'Novels', 'Africa', 'Literary Fiction', 'British Literature', '20th Century']",Penguin Books,December 1st 1991,
Master of the Game,Sidney Sheldon,4.12,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Drama', 'Novels', 'Crime', 'Historical Fiction']",Harper Collins Publisher,1993,
The Wee Free Men,Terry Pratchett,4.26,"['Fantasy', 'Young Adult', 'Fiction', 'Humor', 'Comedy', 'Magic', 'Science Fiction Fantasy', 'Childrens', 'Adventure', 'Audiobook']",HarperTrophy,2004,
"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer (Goodreads Author),4.21,"['Nonfiction', 'Biography', 'Memoir', 'True Story', 'Autobiography', 'Psychology', 'Abuse', 'Biography Memoir', 'Adult', 'Crime']",Orion Books,2002,
Ana Rocha: Shadows of Justice,"Ammar Habib (Goodreads Author), Glenda Mendoza",4.23,"['Thriller', 'Crime', 'Action', 'Police', 'Fiction', 'Mystery']",Createspace Independent Publishing Platform,February 23rd 2018,
The Power and the Glory,"Graham Greene, John Updike (Introduction)",3.97,"['Fiction', 'Classics', 'Literature', 'Historical Fiction', 'Religion', 'Novels', 'British Literature', 'Catholic', 'Literary Fiction', '20th Century']",Penguin Books,February 25th 2003,
North and South,John Jakes,4.2,"['Historical Fiction', 'Fiction', 'Historical', 'Civil War', 'War', 'Classics', 'Romance', 'American Civil War', 'Adult', 'Epic']",Signet,June 1st 2000,
On the Island,Tracey Garvis Graves (Goodreads Author),4.12,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Chick Lit', 'New Adult', 'Adult', 'Survival', 'Adventure', 'Young Adult']",Penguin,August 16th 2012,
Franz Kafka's The Castle (Dramatization),"David Fishelson (Adapter), Aaron Leichter (Adapter), Max Brod (Contributor), Franz Kafka (Creator)",4.08,"['Fiction', 'Classics', 'Literature', 'Thriller', 'Philosophy', 'Novels', 'Suspense', 'Drama', 'German Literature', 'Mystery']",Dramatist's Play Service,June 1st 2003,
As You Like It,William Shakespeare,3.83,"['Classics', 'Plays', 'Drama', 'Fiction', 'Theatre', 'Literature', 'Romance', 'School', 'Poetry', 'Comedy']",Simon Schuster,August 23rd 2011,
The Fiery Heart,Richelle Mead (Goodreads Author),4.34,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy', 'Supernatural', 'Paranormal Romance', 'Witches']",Razorbill,November 19th 2013,
Christine,"Stephen King (Goodreads Author), Marie Milpois (Translator)",3.79,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Paranormal', 'Mystery', 'Audiobook', 'Suspense', 'Adult']",LGF,June 13th 2001,
The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun (Introduction)",3.9,"['Classics', 'Mystery', 'Fiction', 'Crime', 'Victorian', '19th Century', 'Historical Fiction', 'Literature', 'Mystery Thriller', 'British Literature']",Modern Library,September 11th 2001,
Sons and Lovers,"D.H. Lawrence, Geoff Dyer (Goodreads Author) (Introduction)",3.63,"['Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Romance', '20th Century', 'Classic Literature', 'English Literature', 'Literary Fiction']",Modern Library Classics,August 17th 1999,
Insomnia,"Stephen King (Goodreads Author), Bettina Blanch Tyroller (Translator)",3.82,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Supernatural', 'Mystery', 'Suspense', 'Paranormal', 'Science Fiction', 'Novels']",Debolsillo,February 28th 2005,
Succubus Blues,Richelle Mead (Goodreads Author),3.94,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Vampires', 'Demons', 'Adult', 'Angels', 'Supernatural']",Kensington,March 1st 2007,
Pedro PÃ¡ramo,"Juan Rulfo, Margaret Sayers Peden (Translator), Susan Sontag (Foreword)",4.06,"['Fiction', 'Classics', 'Magical Realism', 'Spanish Literature', 'Latin American', 'Novels', 'Literature', 'Latin American Literature', 'Fantasy', 'School']",Grove Press,March 10th 1994,
The Complete Stories,"Flannery O'Connor, Robert Giroux (Introduction)",4.4,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Southern Gothic', 'Southern', 'American', 'Literary Fiction', '20th Century', 'School']","Farrar, Straus & Giroux",1971,
Doomsday Book,"Connie Willis, Rafael MarÃ­n (Translator), Dan Dos Santos (Illustrator)",4.03,"['Science Fiction', 'Time Travel', 'Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Science Fiction Fantasy', 'Medieval', 'Speculative Fiction', 'Audiobook']",Bantam Spectra,Jul-92,
The Last Temptation of Christ,"Nikos Kazantzakis, Peter A. Bien (Translator)",4.17,"['Fiction', 'Religion', 'Classics', 'Historical Fiction', 'Literature', 'Novels', 'Greece', 'Christianity', 'Philosophy', 'Spirituality']",Simon Schuster,March 1st 1998,
The Kill Order,James Dashner (Goodreads Author),3.71,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Adventure', 'Teen', 'Audiobook', 'Action']",Delacorte Books for Young Readers,August 14th 2012,
Martin Eden,"Jack London, Andrew Sinclair (Introduction)",4.44,"['Classics', 'Fiction', 'American', 'Literature', 'The United States Of America', 'Novels', 'Adventure', '20th Century', 'Historical Fiction', 'Roman']",Penguin,February 1st 1994,
War and Remembrance,Herman Wouk,4.41,"['Historical Fiction', 'Fiction', 'World War II', 'War', 'Historical', 'Classics', 'Holocaust', 'Military Fiction', 'Audiobook', 'Jewish']",Back Bay Books,February 5th 2002,
Table 21,T. Rafael Cimino (Goodreads Author),3.65,"['Fiction', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'New York', 'Thriller']",BMG/ Akula Media Group,June 11th 2011,
Contact,"Carl Sagan, William Olivier Desmond (Translator)",4.13,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space', 'Novels', 'Fantasy', 'Aliens', 'Audiobook', 'Astronomy']",Pocket,August 28th 1997,
Long Walk to Freedom,Nelson Mandela,4.33,"['Biography', 'Nonfiction', 'History', 'Africa', 'Autobiography', 'Memoir', 'Politics', 'South Africa', 'Biography Memoir', 'Race']",Back Bay Books,October 1st 1995,
Down and Rising,Rohith S. Katbamna (Goodreads Author),4.85,"['Post Apocalyptic', 'Literary Fiction', 'Dystopia']",Independently Published,January 12th 2019,
Lord of Misrule,Rachel Caine (Goodreads Author),4.16,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Teen']",New American Library,Jan-09,
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed (Goodreads Author),4.01,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Adventure', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Nature', 'Book Club']",Knopf,March 20th 2012,
Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill (Goodreads Author),3.98,"['Fantasy', 'Paranormal', 'Urban Fantasy', 'Romance', 'Humor', 'Paranormal Romance']",Christopher Matthews Publishing,December 6th 2012,
The Source,James A. Michener,4.29,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Israel', 'Jewish', 'Novels', 'Archaeology', 'Judaism', 'Classics']","Random House, Inc.",July 9th 2002,
The Language of Flowers,Vanessa Diffenbaugh (Goodreads Author),4.08,"['Fiction', 'Romance', 'Contemporary', 'Book Club', 'Adult Fiction', 'Adult', 'Chick Lit', 'Realistic Fiction', 'Audiobook', 'Novels']",Ballantine Books,August 23rd 2011,
The Raven,"Edgar Allan Poe, Gustave DorÃ© (Illustrator)",4.29,"['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Gothic', 'School', 'Literature', 'American', 'Mystery']",Dover Publications,April 25th 1996,
Midnight Alley,Rachel Caine (Goodreads Author),4.1,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Teen']",Signet,October 2nd 2007,
Switch! The Lost Kingdoms of Karibu,Karen Prince (Goodreads Author),4.14,"['Fantasy', 'Young Adult', 'Humor', 'Adventure', 'Magic', 'Middle Grade', 'Mythology', 'Childrens', 'Africa', 'Teen']",Karen Prince,September 25th 2012,
Torn,Amanda Hocking (Goodreads Author),4.04,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Paranormal Romance', 'Magic', 'Fiction', 'Supernatural', 'Urban Fantasy', 'Young Adult Fantasy']",St. Martin's Griffin,February 28th 2012,
Kingdom of Ash,Sarah J. Maas (Goodreads Author),4.57,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Magic', 'Young Adult Fantasy', 'Fiction', 'Fae', 'High Fantasy', 'Paranormal']",Bloomsbury YA,October 23rd 2018,
The Wishing Spell,"Chris Colfer, Brandon Dorman (Illustrator)",4.24,"['Fantasy', 'Middle Grade', 'Childrens', 'Fiction', 'Young Adult', 'Fairy Tales', 'Adventure', 'Audiobook', 'Magic', 'Retellings']","Little, Brown Young Readers",July 17th 2012,
Paranormalcy,Kiersten White (Goodreads Author),3.89,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Vampires', 'Urban Fantasy', 'Supernatural', 'Paranormal Romance', 'Werewolves', 'Fairies']",HarperTeen,August 31st 2010,
"Night World, No. 3",L.J. Smith (Goodreads Author),4.2,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Witches', 'Paranormal Romance', 'Magic', 'Urban Fantasy']",Simon Pulse,April 7th 2009,
The Surgeon,Tess Gerritsen (Goodreads Author),4.09,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Drama', 'Detective', 'Adult', 'Adult Fiction']",Bantam Books,2005,
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.94,"['Christian', 'Nonfiction', 'Religion', 'Self Help', 'Spirituality', 'Christianity', 'Faith', 'Christian Living', 'Inspirational', 'Christian Non Fiction']",Zondervan Publishing Company,February 1st 2007,
Portnoy's Complaint,Philip Roth,3.7,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Humor', 'Jewish', 'Literary Fiction', 'The United States Of America', 'Contemporary']",Vintage,May 18th 1995,
The Demon King,Cinda Williams Chima (Goodreads Author),4.14,"['Fantasy', 'Young Adult', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Romance', 'Fiction', 'Adventure', 'Epic Fantasy', 'Teen']",Hyperion Books,October 6th 2009,
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",4.12,"['Nonfiction', 'Biography', 'Memoir', 'Feminism', 'Autobiography', 'Audiobook', 'Biography Memoir', 'History', 'Politics', 'Education']","Little, Brown and Company",October 8th 2013,
The Collected Poems of W.B. Yeats,"W.B. Yeats, Richard J. Finneran (Editor)",4.24,"['Poetry', 'Classics', 'Irish Literature', 'Ireland', 'Literature', 'Fiction', '20th Century', '19th Century', 'Classic Literature', 'College']",Scribner,September 9th 1996,
The Eight,"Katherine Neville, ÐšÑÑ‚Ñ€Ð¸Ð½ ÐÑÐ²Ð¸Ð»Ð»",3.91,"['Fiction', 'Mystery', 'Historical Fiction', 'Thriller', 'Fantasy', 'Historical', 'Adventure', 'Suspense', 'Mystery Thriller', 'Romance']",Ballantine Books,January 14th 1990,
